#MenusAndUI

sytx901	&Nová Hra
coea0103	Tim: That came out around that time, had a big influence on us. I think that's why we have a marching underwater diver, too. Like there's a lot of scenes in "City of Lost Children" where there's a diver just marching on the floor of the ocean, and it just seemed so dramatic and just he made this slow and steady pace, like... Slow and steady progress, but he was so heavy, and... and thick.
coea0104	Peter M: No flying fleas, though.
coea0105	Tim: No flying fleas.
cobu0101	Dave: I can't even imagine what was going through [Tim's] head at this point 'cause just the size of this game... Being able to absorb it all before it's realized.
cobu0102	Mark: He always had a really good idea of where we were and what was going on. And we were talking earlier about how there really wasn't a schedule that I remember, an art schedule for this game. It almost seemed like we just all sort of chose tasks and then we had Lleslle [Schroeder] sort of following up to make sure that we were... Doing them in about as much time as they should take, or not getting bogged down or stuck.
#year4commentary	
cosi0401	Dave: I have to say, coming out of school I felt super lucky to first of all be hired by LucasArts, by some colleagues of mine who went to the same school. And to walk into this building and see all the concept art for this game on the walls, I was like a kid in a candy store. It was instant euphoric inspiration. And um, I just felt like the luckiest guy in the world coming out of school, getting to work on a project of this caliber. It was beautiful.
colx0401	Tim: Yeah, the sprouting came later. It was like a solution to a problem we were having narratively with the game, which is like how do you make anything matter in the Land of the Dead? Like if you're going up against mobsters in a movie, usually you're afraid they're going to kill you or someone you love, right? Or break your thumbs. And in the Land of the Dead, who cares, you're dead, right? So we're like, "How do you kill people in the Land of the Dead?" And so we wanted to have it be that you were essentially brought back to life, like it went the other direction. You were returned to flowers. Um, and then flowers become this symbol of death in a weird way in the Land of the Dead. But flowers are such a huge part of the Day of the Dead, like the marigolds that you use in the Day of the Dead celebration, and the smell of marigolds are like a big part of the ceremony, so it was nice to have them be part of the game, too. And then the end of the game we wanted to have this thing called "the meadow," which was just full of flowers, which hopefully by that time would just look like death to you.
colm0201	Peter M: Tim, how come you know so much about neurosis and psychosis? Really...
colm0202	Tim: I don't know if--
colm0203	Peter M: It's quite striking.
colm0204	Tim: I don't know if any of this is legitimate psychological knowledge, or just what I learned from movies.
colm0205	Peter M: Well, speaking as sort of a crazy guy myself, it rings true to me.
cosd0301	Bret: Actually, I think it was funny when you came in and you were all excited about working on this game like, "I really like adventure games! I wanna do this kind of thing, I worked on all my own games." And I think about TellTale and it's like, okay, yeah that's pretty much in keeping. This was a long time ago, but I remember when you came in your game that you had worked on was like a helicopter game...?
cosd0302	Kevin: "Helicops!" Yes.
cosd0303	Bret: And it was like, as far different from this as you could possibly imagine a game would be, and I would not have imagined that a person who worked on "Helicops" was actually interested in adventure games.
cosd0304	Kevin: There weren't any games like this. All I wanted to do was play with little people in computers and I had gotten to the point where I almost ended up working on a baseball game 'cause that was the closest thing I could find to little people in computers. Um, and that's when I saw this. I was just like, it doesn't matter. I have to work on this.
coxb0101	Tim: Someone told me, like, this was the moment [when] they cried in the game. Just hearing how scared Glottis was in this scene, 'cause he gets really frightened. And it's actually a reference to a claim that a babysitter made about me when they were babysitting me. They said, "Oh, gee, you were so scared when your parents-- You would sit there and you'd say, 'Mother, mother, I'm frightened!'" And I was like, "No, okay first of all I never said that. I never said 'mother.'"
coxb0102	Peter M: Yeah, that's suspicious right there.
coxb0103	Tim: But it got to be this family joke. "Mother, I'm frightened! I'm frightened, mother!" And so that line actually got in the game.
cohb0101	Bret: Well I think it's one of the real challenges for adventure games because so many things you make for an adventure game are single use. Like single use animation, single use scenes, single use textures. They're all like, you do a first-person shooter, or you do, you know, adventure ga-- Oh, sorry, like a platformer or something like that. There are so many animations that get re-used so many times throughout the whole game, in an adventure game a huge amount of it is custom throwaway meant to be seen once or twice and occasionally all the time like walk cycles. But, you know it's not like "Mario." You know at the time they were doing "Mario 64" and it's like Mario has, you know, a ridiculous number of animations but it's a finite set and it's like they can all be loaded at all times. In this game, you have to dynamically load all the animations as they're needed, you have to make sure they're available before their triggers so you don't get these glitches while you wait for them. And a lot of them are just, they're thrown away. Every single one has to be individually processed by a human to get them into the game and potentially rigged up. And that's one of the challenges of making adventure games, is that you have all these sort of custom things and you want to reuse them as much as possible but in order to do that you have to automate a lot of stuff. Automate as much processing as you can. But you still have to have that ability to fix things. You know, in film, "We'll fix it in post." It's the same kind of thing. It's like, "We'll fix it in the engine. We'll fix it in the tool." As opposed to, "We'll fix it in the source art."
